goodForGroups,city,state,open,alcohol,noiseLevel,attire,priceRange,delivery,waiterService,caters
1,Scottsdale,AZ,TRUE,full_bar,average,dressy,4,FALSE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,average,dressy,4,FALSE,TRUE,FALSE
0,Las Vegas,NV,TRUE,full_bar,average,dressy,4,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,average,dressy,4,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,average,formal,3,FALSE,FALSE,FALSE
1,Charlotte,NC,FALSE,full_bar,loud,casual,1,FALSE,FALSE,TRUE
1,Henderson,NV,TRUE,full_bar,loud,casual,1,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,1,FALSE,FALSE,TRUE
1,Sun Prairie,WI,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Madison,WI,FALSE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Cave Creek,AZ,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Carnegie,PA,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Glendale,AZ,TRUE,full_bar,loud,casual,1,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,1,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,1,FALSE,TRUE,TRUE
1,Champaign,IL,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Champaign,IL,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Mesa,AZ,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Tempe,AZ,FALSE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Tempe,AZ,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
0,Phoenix,AZ,FALSE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Madison,WI,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Sun Prairie,WI,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Gilbert,AZ,FALSE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Champaign,IL,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,1,FALSE,TRUE,FALSE
1,Madison,WI,TRUE,full_bar,loud,casual,1,TRUE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Goodyear,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Goodyear,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,TRUE
1,North Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
0,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,FALSE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
0,Concord,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Peoria,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Laval,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Homestead,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,FALSE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Tempe,AZ,FALSE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Maricopa,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Karlsruhe,BW,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Peoria,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Dollard-Des-Ormeaux,QC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Swissvale,PA,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Chandler,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Chandler,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Henderson,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,West Mifflin,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Kitchener,ON,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Pineville,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,FALSE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Avondale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Peoria,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Waterloo,ON,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Gilbert,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Champaign,IL,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Peoria,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Gilbert,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Karlsruhe,BW,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Tempe,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Fitchburg,WI,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,TRUE
1,Sainte-Anne-de-Bellevue,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Outremont,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Champaign,IL,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Gilbert,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Surprise,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Chandler,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
0,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Sun Prairie,WI,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Mc Farland,WI,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Tempe,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Waterloo,ON,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pointe-Claire,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Belmont,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Surprise,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Brossard,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Henderson,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Tempe,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Mesa,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Concord,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Glendale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Madison,WI,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Glendale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
0,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Glendale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Tempe,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Tempe,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Goodyear,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Glendale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Madison,WI,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Laval,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Waterloo,ON,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Las Vegas,NV,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Phoenix,AZ,TRUE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Surprise,AZ,FALSE,full_bar,loud,casual,2,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,2,TRUE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,2,TRUE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,2,TRUE,TRUE,TRUE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,2,TRUE,TRUE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,loud,casual,2,TRUE,TRUE,FALSE
1,Edinburgh,EDH,TRUE,full_bar,loud,casual,3,FALSE,FALSE,TRUE
1,Montral,QC,TRUE,full_bar,loud,casual,3,FALSE,FALSE,FALSE
0,Montral,QC,TRUE,full_bar,loud,casual,3,FALSE,FALSE,FALSE
1,Montral,QC,FALSE,full_bar,loud,casual,3,FALSE,FALSE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,3,FALSE,FALSE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,casual,3,FALSE,TRUE,TRUE
1,Montreal,QC,TRUE,full_bar,loud,casual,3,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Pointe-Claire,QC,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,loud,casual,3,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,loud,casual,4,FALSE,TRUE,FALSE
1,Scottsdale Country Acres,AZ,TRUE,full_bar,loud,casual,4,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,FALSE
1,Charlotte,NC,TRUE,full_bar,loud,dressy,2,FALSE,FALSE,FALSE
1,Charlotte,NC,FALSE,full_bar,loud,dressy,2,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,loud,dressy,2,FALSE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,loud,dressy,2,FALSE,TRUE,FALSE
1,Pittsburgh,PA,TRUE,full_bar,loud,dressy,3,FALSE,FALSE,TRUE
1,Montral,QC,TRUE,full_bar,loud,dressy,3,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,dressy,3,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,dressy,3,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,loud,dressy,4,FALSE,FALSE,FALSE
1,Madison,WI,TRUE,full_bar,loud,dressy,4,FALSE,TRUE,TRUE
1,Las Vegas,NV,TRUE,full_bar,loud,dressy,4,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,FALSE
1,Phoenix,AZ,FALSE,full_bar,quiet,casual,1,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,quiet,casual,1,FALSE,FALSE,FALSE
1,Mesa,AZ,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Charlotte,NC,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Tempe,AZ,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Henderson,NV,FALSE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Phoenix,AZ,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Glendale,AZ,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
0,Phoenix,AZ,FALSE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Montreal,QC,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Mesa,AZ,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Charlotte,NC,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Charlotte,NC,FALSE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Montral,QC,TRUE,full_bar,quiet,casual,1,FALSE,TRUE,FALSE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,1,TRUE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,TRUE
1,Avondale,AZ,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,TRUE
1,Tempe,AZ,FALSE,full_bar,quiet,casual,1,TRUE,TRUE,TRUE
1,Peoria,AZ,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,TRUE
1,Surprise,AZ,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,TRUE
1,Madison,WI,TRUE,full_bar,quiet,casual,1,TRUE,TRUE,FALSE
1,Casa Grande,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Montral,QC,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Chandler,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Florence,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Kitchener,ON,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Edinburgh,EDH,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Tempe,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Scottsdale,AZ,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Henderson,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,North Las Vegas,NV,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Glendale,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Madison,WI,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Pittsburgh,PA,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Las Vegas,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Chandler,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Phoenix,AZ,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,TRUE
1,Montral,QC,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,FALSE
1,Las Vegas,NV,TRUE,full_bar,quiet,casual,2,FALSE,FALSE,FALSE
0,Las Vegas,NV,FALSE,full_bar,quiet,casual,2,FALSE,FALSE,FALSE
